player_id,season,pass_attempts,complete_pass,incomplete_pass,pass_td,interception,receptions
00-0033077,2021,631.0,410.0,176.0,39.0,10.0,0.0
00-0033077,2022,414.0,261.0,118.0,26.0,15.0,0.0
00-0033077,2023,631.0,410.0,171.0,37.0,9.0,0.0
00-0022165,2012,0.0,0.0,0.0,0.0,0.0,47.0
00-0022165,2013,0.0,0.0,0.0,0.0,0.0,31.0
00-0034351,2018,0.0,0.0,0.0,0.0,0.0,33.0
00-0034351,2019,0.0,0.0,0.0,0.0,0.0,58.0
00-0034351,2020,0.0,0.0,0.0,0.0,0.0,46.0
00-0034351,2021,0.0,0.0,0.0,0.0,0.0,56.0
00-0034351,2022,0.0,0.0,0.0,0.0,0.0,55.0
00-0034351,2023,0.0,0.0,0.0,0.0,0.0,59.0
00-0036225,2020,0.0,0.0,0.0,0.0,0.0,3.0
00-0038933,2023,0.0,0.0,0.0,0.0,0.0,73.0
00-0034383,2018,0.0,0.0,0.0,0.0,0.0,12.0
00-0034383,2019,0.0,0.0,0.0,0.0,0.0,1.0
00-0034383,2020,0.0,0.0,0.0,0.0,0.0,63.0
00-0034383,2021,0.0,0.0,0.0,0.0,0.0,78.0
00-0034383,2022,0.0,0.0,0.0,0.0,0.0,57.0
00-0034383,2023,0.0,0.0,0.0,0.0,0.0,59.0
00-0033893,2017,0.0,0.0,0.0,0.0,0.0,11.0
00-0033893,2018,0.0,0.0,0.0,0.0,0.0,40.0
00-0033893,2019,0.0,0.0,0.0,0.0,0.0,53.0
00-0033893,2020,0.0,0.0,0.0,0.0,0.0,44.0
00-0033893,2021,0.0,0.0,0.0,0.0,0.0,34.0
00-0033893,2022,1.0,0.0,0.0,0.0,0.0,39.0
00-0033893,2023,0.0,0.0,0.0,0.0,0.0,15.0
00-0034654,2019,0.0,0.0,0.0,0.0,0.0,0.0
00-0035448,2021,0.0,0.0,0.0,0.0,0.0,0.0
00-0037258,2022,0.0,0.0,0.0,0.0,0.0,30.0
00-0037258,2023,0.0,0.0,0.0,0.0,0.0,13.0
00-0027893,2012,0.0,0.0,0.0,0.0,0.0,30.0
00-0027893,2013,0.0,0.0,0.0,0.0,0.0,15.0
00-0035657,2019,0.0,0.0,0.0,0.0,0.0,0.0
00-0035657,2020,0.0,0.0,0.0,0.0,0.0,5.0
00-0035657,2021,0.0,0.0,0.0,0.0,0.0,18.0
00-0035657,2022,0.0,0.0,0.0,0.0,0.0,17.0
00-0035657,2023,0.0,0.0,0.0,0.0,0.0,2.0
00-0030874,2014,0.0,0.0,0.0,0.0,0.0,21.0
00-0030874,2015,0.0,0.0,0.0,0.0,0.0,21.0
00-0030874,2016,0.0,0.0,0.0,0.0,0.0,23.0
00-0030874,2017,0.0,0.0,0.0,0.0,0.0,20.0
00-0030874,2018,0.0,0.0,0.0,0.0,0.0,23.0
00-0030874,2019,0.0,0.0,0.0,0.0,0.0,30.0
00-0030874,2021,0.0,0.0,0.0,0.0,0.0,16.0
00-0030874,2022,0.0,0.0,0.0,0.0,0.0,0.0
00-0031868,2016,0.0,0.0,0.0,0.0,0.0,1.0
00-0031868,2017,0.0,0.0,0.0,0.0,0.0,10.0
00-0031868,2018,0.0,0.0,0.0,0.0,0.0,1.0
00-0031868,2019,0.0,0.0,0.0,0.0,0.0,32.0
00-0031868,2020,0.0,0.0,0.0,0.0,0.0,47.0
00-0031868,2021,0.0,0.0,0.0,0.0,0.0,26.0
00-0031868,2022,0.0,0.0,0.0,0.0,0.0,13.0
00-0034273,2018,0.0,0.0,0.0,0.0,0.0,13.0
00-0034273,2019,0.0,0.0,0.0,0.0,0.0,12.0
00-0034273,2020,0.0,0.0,0.0,0.0,0.0,4.0
00-0035401,2019,0.0,0.0,0.0,0.0,0.0,9.0
00-0034011,2018,0.0,0.0,0.0,0.0,0.0,12.0
00-0034011,2019,0.0,0.0,0.0,0.0,0.0,8.0
00-0034011,2020,0.0,0.0,0.0,0.0,0.0,31.0
00-0034011,2021,0.0,0.0,0.0,0.0,0.0,35.0
00-0034011,2022,0.0,0.0,0.0,0.0,0.0,9.0
00-0029588,2012,0.0,0.0,0.0,0.0,0.0,0.0
00-0029588,2013,0.0,0.0,0.0,0.0,0.0,1.0
00-0029588,2014,0.0,0.0,0.0,0.0,0.0,21.0
00-0029588,2015,0.0,0.0,0.0,0.0,0.0,9.0
00-0023578,2012,7.0,4.0,3.0,0.0,0.0,0.0
00-0023578,2015,40.0,22.0,17.0,1.0,1.0,0.0
00-0038115,2022,0.0,0.0,0.0,0.0,0.0,30.0
00-0038115,2023,1.0,0.0,0.0,0.0,0.0,25.0
00-0032801,2016,0.0,0.0,0.0,0.0,0.0,0.0
00-0032098,2016,0.0,0.0,0.0,0.0,0.0,16.0
00-0032098,2017,0.0,0.0,0.0,0.0,0.0,13.0
00-0032098,2019,0.0,0.0,0.0,0.0,0.0,7.0
00-0032098,2020,0.0,0.0,0.0,0.0,0.0,2.0
00-0032098,2021,0.0,0.0,0.0,0.0,0.0,2.0
00-0035428,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0035710,2019,500.0,284.0,163.0,28.0,12.0,0.0
00-0035710,2020,494.0,280.0,156.0,12.0,10.0,0.0
00-0035710,2021,383.0,232.0,121.0,10.0,7.0,1.0
00-0035710,2022,514.0,317.0,145.0,15.0,5.0,0.0
00-0035710,2023,191.0,108.0,46.0,4.0,6.0,0.0
00-0032804,2016,0.0,0.0,0.0,0.0,0.0,2.0
00-0028000,2012,0.0,0.0,0.0,0.0,0.0,15.0
00-0028000,2013,0.0,0.0,0.0,0.0,0.0,15.0
00-0028000,2014,0.0,0.0,0.0,0.0,0.0,13.0
00-0026035,2013,0.0,0.0,0.0,0.0,0.0,54.0
00-0026035,2014,0.0,0.0,0.0,0.0,0.0,27.0
00-0026035,2015,1.0,1.0,0.0,0.0,0.0,65.0
00-0026035,2016,0.0,0.0,0.0,0.0,0.0,23.0
00-0026035,2017,0.0,0.0,0.0,0.0,0.0,61.0
00-0026035,2018,1.0,1.0,0.0,1.0,0.0,59.0
00-0026035,2019,1.0,1.0,0.0,1.0,0.0,62.0
00-0026035,2020,0.0,0.0,0.0,0.0,0.0,46.0
00-0026035,2021,1.0,0.0,1.0,0.0,0.0,24.0
00-0037828,2022,0.0,0.0,0.0,0.0,0.0,1.0
00-0026019,2012,0.0,0.0,0.0,0.0,0.0,40.0
00-0026019,2017,0.0,0.0,0.0,0.0,0.0,33.0
00-0034860,2018,0.0,0.0,0.0,0.0,0.0,27.0
00-0034860,2019,1.0,1.0,0.0,0.0,0.0,11.0
00-0034860,2020,0.0,0.0,0.0,0.0,0.0,4.0
00-0034860,2021,1.0,1.0,0.0,0.0,0.0,10.0
00-0034860,2022,0.0,0.0,0.0,0.0,0.0,19.0
00-0025542,2013,0.0,0.0,0.0,0.0,0.0,1.0
00-0025542,2014,0.0,0.0,0.0,0.0,0.0,16.0
00-0033854,2019,0.0,0.0,0.0,0.0,0.0,35.0
00-0033854,2020,0.0,0.0,0.0,0.0,0.0,10.0
00-0033854,2021,0.0,0.0,0.0,0.0,0.0,13.0
00-0033854,2022,0.0,0.0,0.0,0.0,0.0,20.0
00-0033854,2023,0.0,0.0,0.0,0.0,0.0,2.0
00-0037093,2022,0.0,0.0,0.0,0.0,0.0,2.0
00-0031972,2015,0.0,0.0,0.0,0.0,0.0,14.0
00-0031972,2018,1.0,1.0,0.0,0.0,0.0,11.0
00-0031972,2019,0.0,0.0,0.0,0.0,0.0,2.0
00-0035535,2019,0.0,0.0,0.0,0.0,0.0,48.0
00-0035535,2020,0.0,0.0,0.0,0.0,0.0,50.0
00-0035535,2021,0.0,0.0,0.0,0.0,0.0,26.0
00-0035535,2022,0.0,0.0,0.0,0.0,0.0,46.0
00-0035535,2023,0.0,0.0,0.0,0.0,0.0,50.0
00-0036309,2020,0.0,0.0,0.0,0.0,0.0,61.0
00-0036309,2021,0.0,0.0,0.0,0.0,0.0,81.0
00-0036309,2022,0.0,0.0,0.0,0.0,0.0,40.0
00-0036309,2023,0.0,0.0,0.0,0.0,0.0,31.0
00-0038558,2023,0.0,0.0,0.0,0.0,0.0,7.0
00-0034301,2018,0.0,0.0,0.0,0.0,0.0,3.0
00-0034301,2019,0.0,0.0,0.0,0.0,0.0,15.0
00-0034301,2020,0.0,0.0,0.0,0.0,0.0,18.0
00-0034301,2021,0.0,0.0,0.0,0.0,0.0,47.0
00-0034301,2022,0.0,0.0,0.0,0.0,0.0,4.0
00-0033258,2017,0.0,0.0,0.0,0.0,0.0,3.0
00-0033258,2018,0.0,0.0,0.0,0.0,0.0,0.0
00-0033258,2019,0.0,0.0,0.0,0.0,0.0,1.0
00-0033258,2020,0.0,0.0,0.0,0.0,0.0,8.0
00-0033258,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0035664,2019,0.0,0.0,0.0,0.0,0.0,4.0
00-0035664,2020,0.0,0.0,0.0,0.0,0.0,16.0
00-0035664,2021,0.0,0.0,0.0,0.0,0.0,29.0
00-0035664,2022,0.0,0.0,0.0,0.0,0.0,17.0
00-0035664,2023,0.0,0.0,0.0,0.0,0.0,10.0
00-0029738,2014,0.0,0.0,0.0,0.0,0.0,5.0
00-0029738,2015,0.0,0.0,0.0,0.0,0.0,21.0
00-0029738,2016,0.0,0.0,0.0,0.0,0.0,14.0
00-0029738,2017,0.0,0.0,0.0,0.0,0.0,17.0
00-0029738,2018,0.0,0.0,0.0,0.0,0.0,11.0
00-0029738,2019,0.0,0.0,0.0,0.0,0.0,34.0
00-0029738,2020,0.0,0.0,0.0,0.0,0.0,21.0
00-0029738,2021,0.0,0.0,0.0,0.0,0.0,4.0
00-0026144,2015,1.0,0.0,1.0,0.0,0.0,40.0
00-0026144,2016,0.0,0.0,0.0,0.0,0.0,3.0
00-0026144,2017,0.0,0.0,0.0,0.0,0.0,0.0
00-0023564,2012,0.0,0.0,0.0,0.0,0.0,75.0
00-0023564,2013,0.0,0.0,0.0,0.0,0.0,71.0
00-0023564,2014,0.0,0.0,0.0,0.0,0.0,40.0
00-0023564,2015,0.0,0.0,0.0,0.0,0.0,55.0
00-0023564,2016,0.0,0.0,0.0,0.0,0.0,52.0
00-0023564,2017,0.0,0.0,0.0,0.0,0.0,7.0
00-0023564,2018,0.0,0.0,0.0,0.0,0.0,15.0
00-0023564,2019,0.0,0.0,0.0,0.0,0.0,6.0
00-0031610,2016,0.0,0.0,0.0,0.0,0.0,10.0
00-0031610,2020,0.0,0.0,0.0,0.0,0.0,107.0
00-0031610,2021,0.0,0.0,0.0,0.0,0.0,55.0
00-0031610,2022,0.0,0.0,0.0,0.0,0.0,28.0
00-0031610,2023,0.0,0.0,0.0,0.0,0.0,52.0
00-0031123,2014,0.0,0.0,0.0,0.0,0.0,5.0
00-0026983,2013,0.0,0.0,0.0,0.0,0.0,29.0
00-0026983,2014,0.0,0.0,0.0,0.0,0.0,3.0
00-0026983,2015,0.0,0.0,0.0,0.0,0.0,21.0
00-0026983,2016,0.0,0.0,0.0,0.0,0.0,6.0
00-0026983,2017,0.0,0.0,0.0,0.0,0.0,2.0
00-0026983,2018,0.0,0.0,0.0,0.0,0.0,1.0
00-0035181,2019,0.0,0.0,0.0,0.0,0.0,1.0
00-0035181,2020,0.0,0.0,0.0,0.0,0.0,5.0
00-0036297,2020,0.0,0.0,0.0,0.0,0.0,2.0
00-0036297,2022,0.0,0.0,0.0,0.0,0.0,1.0
00-0036297,2023,0.0,0.0,0.0,0.0,0.0,7.0
00-0034710,2018,0.0,0.0,0.0,0.0,0.0,1.0
00-0035148,2019,0.0,0.0,0.0,0.0,0.0,9.0
00-0035148,2020,0.0,0.0,0.0,0.0,0.0,7.0
00-0029612,2016,0.0,0.0,0.0,0.0,0.0,0.0
00-0034395,2020,0.0,0.0,0.0,0.0,0.0,2.0
00-0031381,2014,0.0,0.0,0.0,0.0,0.0,38.0
00-0031381,2015,0.0,0.0,0.0,0.0,0.0,50.0
00-0031381,2016,0.0,0.0,0.0,0.0,0.0,75.0
00-0031381,2017,0.0,0.0,0.0,0.0,0.0,74.0
00-0031381,2018,0.0,0.0,0.0,0.0,0.0,111.0
00-0031381,2019,0.0,0.0,0.0,0.0,0.0,83.0
00-0031381,2020,0.0,0.0,0.0,0.0,0.0,115.0
00-0031381,2021,0.0,0.0,0.0,0.0,0.0,123.0
00-0031381,2022,1.0,0.0,0.0,0.0,0.0,100.0
00-0031381,2023,0.0,0.0,0.0,0.0,0.0,103.0
00-0037257,2022,0.0,0.0,0.0,0.0,0.0,24.0
00-0037257,2023,0.0,0.0,0.0,0.0,0.0,14.0
00-0035040,2019,188.0,94.0,74.0,5.0,6.0,1.0
00-0035040,2020,11.0,6.0,3.0,0.0,1.0,0.0
00-0035040,2021,1.0,0.0,0.0,0.0,0.0,0.0
00-0035040,2022,63.0,38.0,18.0,2.0,2.0,0.0
00-0020608,2012,4.0,2.0,1.0,0.0,0.0,0.0
00-0032133,2015,0.0,0.0,0.0,0.0,0.0,1.0
00-0031076,2016,6.0,2.0,3.0,0.0,0.0,0.0
00-0031076,2017,45.0,29.0,13.0,1.0,1.0,0.0
00-0031076,2019,1.0,0.0,0.0,0.0,0.0,0.0
00-0030711,2017,0.0,0.0,0.0,0.0,0.0,0.0
00-0030711,2018,0.0,0.0,0.0,0.0,0.0,0.0
00-0032634,2018,0.0,0.0,0.0,0.0,0.0,6.0
00-0026957,2013,0.0,0.0,0.0,0.0,0.0,4.0
00-0032187,2015,0.0,0.0,0.0,0.0,0.0,36.0
00-0032187,2016,0.0,0.0,0.0,0.0,0.0,80.0
00-0026957,2016,0.0,0.0,0.0,0.0,0.0,7.0
00-0032187,2017,0.0,0.0,0.0,0.0,0.0,6.0
00-0032187,2018,0.0,0.0,0.0,0.0,0.0,50.0
00-0032187,2019,0.0,0.0,0.0,0.0,0.0,36.0
00-0032187,2020,0.0,0.0,0.0,0.0,0.0,33.0
00-0032187,2021,0.0,0.0,0.0,0.0,0.0,32.0
00-0032187,2022,0.0,0.0,0.0,0.0,0.0,4.0
00-0035685,2019,0.0,0.0,0.0,0.0,0.0,25.0
00-0035685,2020,0.0,0.0,0.0,0.0,0.0,54.0
00-0035685,2021,1.0,0.0,0.0,0.0,1.0,42.0
00-0035685,2022,0.0,0.0,0.0,0.0,0.0,34.0
00-0035685,2023,0.0,0.0,0.0,0.0,0.0,16.0
00-0033589,2018,0.0,0.0,0.0,0.0,0.0,26.0
00-0033589,2019,0.0,0.0,0.0,0.0,0.0,17.0
00-0033589,2020,0.0,0.0,0.0,0.0,0.0,35.0
00-0033589,2021,0.0,0.0,0.0,0.0,0.0,0.0
00-0032430,2016,0.0,0.0,0.0,0.0,0.0,1.0
00-0032430,2017,0.0,0.0,0.0,0.0,0.0,10.0
00-0032430,2018,0.0,0.0,0.0,0.0,0.0,5.0
00-0027322,2012,0.0,0.0,0.0,0.0,0.0,2.0
00-0027322,2013,0.0,0.0,0.0,0.0,0.0,36.0
00-0027322,2014,0.0,0.0,0.0,0.0,0.0,8.0
00-0033885,2017,0.0,0.0,0.0,0.0,0.0,32.0
00-0033885,2018,0.0,0.0,0.0,0.0,0.0,56.0
00-0033885,2019,0.0,0.0,0.0,0.0,0.0,5.0
00-0033885,2020,0.0,0.0,0.0,0.0,0.0,19.0
00-0033885,2021,0.0,0.0,0.0,0.0,0.0,36.0
00-0033885,2022,0.0,0.0,0.0,0.0,0.0,58.0
00-0033885,2023,0.0,0.0,0.0,0.0,0.0,81.0
00-0035359,2022,0.0,0.0,0.0,0.0,0.0,11.0
00-0024301,2012,0.0,0.0,0.0,0.0,0.0,11.0
00-0034575,2023,0.0,0.0,0.0,0.0,0.0,2.0
00-0034427,2018,0.0,0.0,0.0,0.0,0.0,0.0
00-0029251,2012,0.0,0.0,0.0,0.0,0.0,4.0
00-0029251,2013,0.0,0.0,0.0,0.0,0.0,2.0
00-0035101,2021,0.0,0.0,0.0,0.0,0.0,1.0
00-0039074,2023,0.0,0.0,0.0,0.0,0.0,10.0
00-0036898,2021,424.0,263.0,119.0,16.0,10.0,0.0
00-0036898,2022,511.0,292.0,171.0,21.0,15.0,0.0
00-0036898,2023,41.0,18.0,21.0,2.0,0.0,0.0
00-0033550,2022,41.0,23.0,17.0,1.0,0.0,0.0
00-0026000,2012,0.0,0.0,0.0,0.0,0.0,61.0
00-0026000,2013,0.0,0.0,0.0,0.0,0.0,42.0
00-0035689,2019,0.0,0.0,0.0,0.0,0.0,28.0
00-0035689,2020,0.0,0.0,0.0,0.0,0.0,24.0
00-0035689,2021,1.0,0.0,0.0,0.0,0.0,49.0
00-0035689,2022,0.0,0.0,0.0,0.0,0.0,48.0
00-0035689,2023,0.0,0.0,0.0,0.0,0.0,22.0
00-0036671,2021,0.0,0.0,0.0,0.0,0.0,9.0
00-0036671,2022,0.0,0.0,0.0,0.0,0.0,6.0
00-0033581,2017,0.0,0.0,0.0,0.0,0.0,2.0
00-0033581,2018,0.0,0.0,0.0,0.0,0.0,0.0
00-0031060,2015,0.0,0.0,0.0,0.0,0.0,17.0
00-0031060,2016,0.0,0.0,0.0,0.0,0.0,7.0
00-0031060,2017,0.0,0.0,0.0,0.0,0.0,14.0
00-0031060,2018,0.0,0.0,0.0,0.0,0.0,3.0
00-0031060,2019,0.0,0.0,0.0,0.0,0.0,1.0
00-0034201,2018,0.0,0.0,0.0,0.0,0.0,2.0
00-0034201,2019,0.0,0.0,0.0,0.0,0.0,0.0
00-0033413,2017,0.0,0.0,0.0,0.0,0.0,3.0
00-0031763,2018,0.0,0.0,0.0,0.0,0.0,22.0
00-0031763,2019,0.0,0.0,0.0,0.0,0.0,11.0
00-0031763,2020,0.0,0.0,0.0,0.0,0.0,1.0
00-0031763,2021,0.0,0.0,0.0,0.0,0.0,24.0
00-0031763,2022,0.0,0.0,0.0,0.0,0.0,46.0
00-0031763,2023,0.0,0.0,0.0,0.0,0.0,4.0
00-0030564,2013,0.0,0.0,0.0,0.0,0.0,52.0
00-0030564,2014,0.0,0.0,0.0,0.0,0.0,76.0
00-0030564,2015,0.0,0.0,0.0,0.0,0.0,111.0
00-0030564,2016,0.0,0.0,0.0,0.0,0.0,78.0
00-0030564,2017,0.0,0.0,0.0,0.0,0.0,96.0
00-0030564,2018,1.0,0.0,1.0,0.0,0.0,115.0
00-0030564,2019,2.0,1.0,0.0,1.0,1.0,104.0
00-0030564,2020,0.0,0.0,0.0,0.0,0.0,115.0
00-0030564,2021,0.0,0.0,0.0,0.0,0.0,42.0
00-0030564,2022,0.0,0.0,0.0,0.0,0.0,64.0
00-0030564,2023,1.0,0.0,1.0,0.0,0.0,75.0
00-0032940,2020,0.0,0.0,0.0,0.0,0.0,5.0
00-0031511,2015,0.0,0.0,0.0,0.0,0.0,2.0
00-0031511,2017,0.0,0.0,0.0,0.0,0.0,1.0
00-0031511,2019,0.0,0.0,0.0,0.0,0.0,4.0
00-0024242,2012,0.0,0.0,0.0,0.0,0.0,13.0
00-0024242,2013,0.0,0.0,0.0,0.0,0.0,26.0
00-0024242,2014,0.0,0.0,0.0,0.0,0.0,5.0
00-0024242,2015,0.0,0.0,0.0,0.0,0.0,40.0
00-0024242,2016,0.0,0.0,0.0,0.0,0.0,18.0
00-0028009,2012,0.0,0.0,0.0,0.0,0.0,35.0
00-0028009,2013,0.0,0.0,0.0,0.0,0.0,53.0
00-0028009,2014,0.0,0.0,0.0,0.0,0.0,57.0
00-0028009,2015,0.0,0.0,0.0,0.0,0.0,44.0
00-0028009,2016,2.0,1.0,1.0,1.0,0.0,53.0
00-0028009,2017,0.0,0.0,0.0,0.0,0.0,39.0
00-0026189,2012,0.0,0.0,0.0,0.0,0.0,45.0
00-0026189,2013,0.0,0.0,0.0,0.0,0.0,82.0
00-0026189,2014,0.0,0.0,0.0,0.0,0.0,56.0
00-0026189,2015,0.0,0.0,0.0,0.0,0.0,30.0
00-0026189,2016,0.0,0.0,0.0,0.0,0.0,56.0
00-0026189,2017,0.0,0.0,0.0,0.0,0.0,50.0
00-0026189,2018,0.0,0.0,0.0,0.0,0.0,41.0
00-0026189,2019,0.0,0.0,0.0,0.0,0.0,9.0
00-0026189,2020,0.0,0.0,0.0,0.0,0.0,14.0
00-0026189,2021,0.0,0.0,0.0,0.0,0.0,20.0
00-0026189,2022,0.0,0.0,0.0,0.0,0.0,9.0
00-0033899,2017,513.0,255.0,198.0,14.0,22.0,0.0
00-0033899,2018,45.0,20.0,19.0,1.0,2.0,0.0
00-0031547,2015,0.0,0.0,0.0,0.0,0.0,26.0
00-0031547,2016,0.0,0.0,0.0,0.0,0.0,56.0
00-0031547,2017,0.0,0.0,0.0,0.0,0.0,57.0
00-0031547,2018,0.0,0.0,0.0,0.0,0.0,24.0
00-0031547,2019,0.0,0.0,0.0,0.0,0.0,72.0
00-0031547,2020,0.0,0.0,0.0,0.0,0.0,63.0
00-0031547,2021,0.0,0.0,0.0,0.0,0.0,40.0
00-0031547,2022,0.0,0.0,0.0,0.0,0.0,31.0
00-0031547,2023,0.0,0.0,0.0,0.0,0.0,33.0
00-0029673,2012,0.0,0.0,0.0,0.0,0.0,6.0
00-0029673,2013,0.0,0.0,0.0,0.0,0.0,15.0
00-0029673,2014,0.0,0.0,0.0,0.0,0.0,1.0
00-0036912,2021,0.0,0.0,0.0,0.0,0.0,64.0
00-0036912,2022,0.0,0.0,0.0,0.0,0.0,95.0
00-0036912,2023,0.0,0.0,0.0,0.0,0.0,81.0
00-0033839,2017,0.0,0.0,0.0,0.0,0.0,27.0
00-0033839,2018,1.0,0.0,1.0,0.0,0.0,66.0
00-0033839,2019,0.0,0.0,0.0,0.0,0.0,66.0
00-0033839,2020,0.0,0.0,0.0,0.0,0.0,1.0
00-0033839,2021,0.0,0.0,0.0,0.0,0.0,10.0
00-0036425,2020,0.0,0.0,0.0,0.0,0.0,17.0
00-0036425,2021,0.0,0.0,0.0,0.0,0.0,21.0
00-0036425,2022,1.0,0.0,0.0,0.0,1.0,17.0
00-0036425,2023,1.0,0.0,0.0,0.0,0.0,6.0
00-0035719,2019,0.0,0.0,0.0,0.0,0.0,57.0
00-0035719,2020,0.0,0.0,0.0,0.0,0.0,33.0
00-0035719,2021,2.0,1.0,1.0,1.0,0.0,77.0
00-0035719,2022,0.0,0.0,0.0,0.0,0.0,56.0
00-0035719,2023,1.0,0.0,1.0,0.0,0.0,60.0
00-0021192,2012,0.0,0.0,0.0,0.0,0.0,16.0
00-0027779,2013,0.0,0.0,0.0,0.0,0.0,1.0
00-0024389,2012,0.0,0.0,0.0,0.0,0.0,21.0
00-0024389,2013,0.0,0.0,0.0,0.0,0.0,60.0
00-0024389,2014,0.0,0.0,0.0,0.0,0.0,63.0
00-0024389,2015,0.0,0.0,0.0,0.0,0.0,94.0
00-0024389,2016,0.0,0.0,0.0,0.0,0.0,65.0
00-0024389,2017,0.0,0.0,0.0,0.0,0.0,74.0
00-0024389,2018,0.0,0.0,0.0,0.0,0.0,4.0
00-0024389,2019,0.0,0.0,0.0,0.0,0.0,21.0
00-0028057,2012,0.0,0.0,0.0,0.0,0.0,1.0
00-0032365,2016,0.0,0.0,0.0,0.0,0.0,6.0
00-0032775,2017,0.0,0.0,0.0,0.0,0.0,21.0
00-0032775,2018,0.0,0.0,0.0,0.0,0.0,22.0
00-0032775,2019,0.0,0.0,0.0,0.0,0.0,32.0
00-0032775,2020,0.0,0.0,0.0,0.0,0.0,45.0
00-0032775,2021,0.0,0.0,0.0,0.0,0.0,25.0
00-0032775,2022,0.0,0.0,0.0,0.0,0.0,48.0
00-0032775,2023,0.0,0.0,0.0,0.0,0.0,26.0
00-0038621,2023,0.0,0.0,0.0,0.0,0.0,49.0
00-0027874,2012,0.0,0.0,0.0,0.0,0.0,94.0
00-0027874,2013,0.0,0.0,0.0,0.0,0.0,92.0
00-0027874,2014,0.0,0.0,0.0,0.0,0.0,111.0
00-0027874,2015,0.0,0.0,0.0,0.0,0.0,105.0
00-0027874,2016,0.0,0.0,0.0,0.0,0.0,90.0
00-0027874,2017,0.0,0.0,0.0,0.0,0.0,83.0
00-0027874,2018,0.0,0.0,0.0,0.0,0.0,59.0
00-0027874,2019,0.0,0.0,0.0,0.0,0.0,36.0
00-0036654,2021,0.0,0.0,0.0,0.0,0.0,18.0
00-0036654,2022,0.0,0.0,0.0,0.0,0.0,2.0
00-0030155,2014,0.0,0.0,0.0,0.0,0.0,3.0
00-0030155,2015,0.0,0.0,0.0,0.0,0.0,7.0
00-0030155,2016,0.0,0.0,0.0,0.0,0.0,17.0
00-0030155,2017,0.0,0.0,0.0,0.0,0.0,18.0
00-0030155,2018,0.0,0.0,0.0,0.0,0.0,12.0
00-0030155,2019,0.0,0.0,0.0,0.0,0.0,15.0
00-0030155,2020,0.0,0.0,0.0,0.0,0.0,7.0
00-0030155,2021,0.0,0.0,0.0,0.0,0.0,3.0
00-0030547,2014,1.0,0.0,1.0,0.0,0.0,23.0
00-0030547,2015,0.0,0.0,0.0,0.0,0.0,21.0
00-0030547,2016,0.0,0.0,0.0,0.0,0.0,3.0
00-0037570,2022,0.0,0.0,0.0,0.0,0.0,2.0
00-0027714,2012,0.0,0.0,0.0,0.0,0.0,61.0
00-0027714,2013,0.0,0.0,0.0,0.0,0.0,20.0
00-0027714,2014,0.0,0.0,0.0,0.0,0.0,16.0
00-0027714,2016,0.0,0.0,0.0,0.0,0.0,86.0
00-0036255,2020,0.0,0.0,0.0,0.0,0.0,23.0
00-0036255,2021,0.0,0.0,0.0,0.0,0.0,8.0
00-0036255,2022,0.0,0.0,0.0,0.0,0.0,11.0
00-0034406,2019,0.0,0.0,0.0,0.0,0.0,9.0
00-0036493,2021,0.0,0.0,0.0,0.0,0.0,0.0
00-0036493,2022,0.0,0.0,0.0,0.0,0.0,30.0
00-0036493,2023,0.0,0.0,0.0,0.0,0.0,5.0
00-0034319,2019,0.0,0.0,0.0,0.0,0.0,3.0
00-0034319,2020,0.0,0.0,0.0,0.0,0.0,7.0
00-0034653,2018,0.0,0.0,0.0,0.0,0.0,10.0
00-0034653,2019,0.0,0.0,0.0,0.0,0.0,2.0
00-0035215,2019,0.0,0.0,0.0,0.0,0.0,6.0
00-0035215,2020,0.0,0.0,0.0,0.0,0.0,20.0
00-0035215,2021,0.0,0.0,0.0,0.0,0.0,36.0
00-0035215,2022,0.0,0.0,0.0,0.0,0.0,2.0
00-0035215,2023,0.0,0.0,0.0,0.0,0.0,15.0
00-0029388,2012,0.0,0.0,0.0,0.0,0.0,5.0
00-0029388,2013,0.0,0.0,0.0,0.0,0.0,10.0
00-0029388,2015,0.0,0.0,0.0,0.0,0.0,2.0
00-0029388,2016,0.0,0.0,0.0,0.0,0.0,22.0
00-0029388,2017,0.0,0.0,0.0,0.0,0.0,38.0
00-0029388,2018,0.0,0.0,0.0,0.0,0.0,17.0
00-0023645,2012,4.0,4.0,0.0,0.0,0.0,0.0
00-0023645,2013,0.0,0.0,0.0,0.0,0.0,0.0
00-0023645,2014,101.0,65.0,31.0,5.0,0.0,0.0
00-0023645,2015,6.0,4.0,2.0,0.0,0.0,0.0
00-0023645,2016,54.0,36.0,12.0,3.0,5.0,0.0
00-0023645,2017,8.0,2.0,6.0,0.0,0.0,0.0
00-0023645,2018,75.0,42.0,24.0,1.0,4.0,0.0
00-0031280,2020,540.0,348.0,156.0,30.0,9.0,0.0
00-0031280,2021,666.0,428.0,181.0,25.0,14.0,0.0
00-0031280,2022,532.0,305.0,183.0,27.0,14.0,0.0
00-0031280,2023,581.0,375.0,165.0,27.0,8.0,0.0
00-0029119,2014,0.0,0.0,0.0,0.0,0.0,9.0
00-0029119,2015,0.0,0.0,0.0,0.0,0.0,17.0
00-0029119,2016,0.0,0.0,0.0,0.0,0.0,2.0
00-0029119,2017,0.0,0.0,0.0,0.0,0.0,8.0
